TWEET,TWEET TIMESTAMP,ORIGINAL LOCALE,ANNOTATION,RAW EN TEXT,EMO VECTOR,CLUSTER TAG
670287150529802241,Fri Nov 27 17:04:44 +0000 2015,en,sad,When your  body is more stubborn  than u are... — feeling pained,[0  0  0  0  1  0  0  0],fear,
670286689173004289,Fri Nov 27 17:02:54 +0000 2015,en,sad,Pained,[0  0  0  0  1  0  0  0],fear,
670286220346322945,Fri Nov 27 17:01:02 +0000 2015,tl,sad,Ang sakit ng lower back ko aw! — feeling pained,[0  0  0  0  1  1  0  0],fear,
670286117644738560,Fri Nov 27 17:00:38 +0000 2015,en,sad,😂😂😂😂😂 my guy is pained  https://t.co/cTO79jiuMJ,[0  0  0  0  1  0  0  0],fear,
670285766036226048,Fri Nov 27 16:59:14 +0000 2015,en,sad,RT @B_Aiisha: She is pained thats all. Seems she dated one of them but didn't get what she expected out of the relationship.  https://t.co/…,[0  0  0  0  1  0  1  0],fear,
670285042938195968,Fri Nov 27 16:56:22 +0000 2015,en,sad,@el_Adebayor If she's actually lying in the long run  I will be pained if the Audus dont make her pay mercilessly,[0  0  0  1  1  0  0  0],enjoyment,
670284324084850688,Fri Nov 27 16:53:30 +0000 2015,en,sad,RT @B_Aiisha: She is pained thats all. Seems she dated one of them but didn't get what she expected out of the relationship.  https://t.co/…,[0  0  0  0  1  0  1  0],fear,
670284039299928064,Fri Nov 27 16:52:22 +0000 2015,en,sad,She is pained thats all. Seems she dated one of them but didn't get what she expected out of the relationship.  https://t.co/3E2kG5aY6t,[0  0  0  0  1  0  1  0],fear,
670283920915697664,Fri Nov 27 16:51:54 +0000 2015,en,sad,There's a pained monster inside me,[0  0  0  0  1  0  0  0],fear,
670283904629215232,Fri Nov 27 16:51:50 +0000 2015,en,sad,RT @original_16: @ColterWall sang Kate McCannon for us  and left us pained and delighted. Enjoy! https://t.co/z862CRIMaq https://t.co/5pHxs…,[0  0  0  2  1  0  0  0],enjoyment,
670287305282748417,Fri Nov 27 17:05:21 +0000 2015,en,sad,Why are you feeling desolate? Take the quiz: https://t.co/8NQDWYRSiP https://t.co/p1gxcQXv0J,[0  0  0  0  0  1  0  0],sad,
670287152647901184,Fri Nov 27 17:04:45 +0000 2015,en,sad,RT @danielkemp6: London Taxi driver’s novel to be a $30M film http://t.co/zeFbDPyDrI http://t.co/VoZW2vF7cB http://t.co/CM1JuIqD40 http://t…,[0  0  0  0  0  0  0  0],surprise,
670286943935201281,Fri Nov 27 17:03:55 +0000 2015,en,sad,RT @danielkemp6: Suspense  Mystery  Intrigue  coming $30M film http://t.co/zeFbDPyDrI http://t.co/VoZW2vF7cB http://t.co/CM1JuIqD40 http://…,[0  0  0  0  0  0  0  0],surprise,
670286736317001729,Fri Nov 27 17:03:05 +0000 2015,en,sad,Why are you feeling desolate? Take the quiz: https://t.co/6yLgtLFvAl https://t.co/fp6s65U8pt,[0  0  0  0  0  1  0  0],sad,
670284943629549568,Fri Nov 27 16:55:58 +0000 2015,en,sad,RT @danielkemp6: You can find THE DESOLATE GARDEN and more about ME here….NOW…… Mineeye…… https://t.co/SPXvkT1mV5 https://t.co/FOq2z6rRks,[0  0  0  0  0  1  0  0],sad,
670283373835751424,Fri Nov 27 16:49:44 +0000 2015,en,sad,Racer desolate its online collect entranceway malaysia: IucHz,[0  0  0  0  0  1  0  0],sad,
670283121074372608,Fri Nov 27 16:48:43 +0000 2015,en,sad,Desolate state filled with forgotten dreams  GoHawks,[0  0  0  1  0  1  0  0],sad,
670281714858520576,Fri Nov 27 16:43:08 +0000 2015,en,sad,RT @Jazzzyone  GOD “O storm-battered city  troubled and desolate! I will rebuild you with… https://t.co/tyYDO6heww https://t.co/JUt39bfwDG,[0  0  0  1  1  1  0  0],sad,
670280960949141504,Fri Nov 27 16:40:08 +0000 2015,en,sad, GOD: “O storm-battered city  troubled and desolate! I will rebuild you with precious jewels and make ... https://t.co/zNXc0FG5xz,[0  0  0  1  1  1  0  0],sad,
670280412124483584,Fri Nov 27 16:37:58 +0000 2015,en,sad,RT @danielkemp6: ‘Taunt  Edgy and Oh So Real!’ http://t.co/VoZW2vF7cB http://t.co/zeFbDPyDrI http://t.co/CM1JuIqD40 http://t.co/Io3c57lNPm,[0  0  0  0  0  0  0  0],surprise,
670287721496240129,Fri Nov 27 17:07:00 +0000 2015,en,sad,@PaulTArkwright @Realomosexy @UKinNigeria Nigerians should learn to respest the law and stop being desperate to go to UK ,[0  0  0  0  0  1  0  0],sad,
670287718186926080,Fri Nov 27 17:07:00 +0000 2015,en,sad,RT @katyperry: When ur face is desperate for likes 😐 https://t.co/2ytPSC9a0A,[0  0  0  1  0  1  0  0],sad,
670287666919940096,Fri Nov 27 17:06:47 +0000 2015,en,sad,Calais jungle at 'crisis point' as riot police fire tear gas at migrants | Daily Mail Online https://t.co/MoO2n6XO3q,[0  0  0  0  0  0  0  0],surprise,
670287651916812288,Fri Nov 27 17:06:44 +0000 2015,en,sad,@SkylarSimrin im visiting fam and theres nowhere to black Friday shop so in desperate measures I went to walmart... don't abuse ur powers,[0  0  0  0  0  1  0  0],sad,
670287644278964225,Fri Nov 27 17:06:42 +0000 2015,en,sad,cut a nigga water they resort the desperate measure . -la flame finally home https://t.co/ibTbKQjRCn,[0  0  0  0  0  1  0  0],sad,
670287641376628737,Fri Nov 27 17:06:41 +0000 2015,en,sad,RT @katyperry: When ur face is desperate for likes 😐 https://t.co/2ytPSC9a0A,[0  0  0  1  0  1  0  0],sad,
670287591195979776,Fri Nov 27 17:06:29 +0000 2015,en,sad,RT @Pusha_Ty: Shows you how insane and desperate they are. KNOWING if he'd take that risk he'd be done even longer  https://t.co/mcS2wrFPjC,[1  0  0  1  0  1  0  0],enjoyment,
670287586045337600,Fri Nov 27 17:06:28 +0000 2015,en,sad,RT @LOA_new: I’m going to teach you a secret to make any man more turned on and desperate for you. https://t.co/K4gP1eaECO https://t.co/PPS…,[0  0  0  1  0  1  0  0],sad,
670287578118103040,Fri Nov 27 17:06:26 +0000 2015,en,sad,RT @IsaiahSears32_: in desperate need of Chinese food,[0  0  0  0  0  1  0  0],sad,
670287561928126464,Fri Nov 27 17:06:22 +0000 2015,en,sad,RT @ForbesInvestor: Attention Black Friday shoppers: These retailers desperately want your business https://t.co/vbVAey2viC https://t.co/XS…,[0  0  0  0  0  1  0  0],sad,
670288053324263424,Fri Nov 27 17:08:19 +0000 2015,en,sad,RT @moscaddie: popular conception of depression = feeling sad   more accurate = feeling hopeless  lethargic  pessimistic  alone  anxious  n…,[0  0  0  0  1  1  0  0],fear,
670287350451294209,Fri Nov 27 17:05:32 +0000 2015,en,sad,@Tibblewinkles @girbeagly it's a pessimistic version of the "focus on your content  not on your sub count" mantra.,[0  0  0  1  0  1  0  0],sad,
670286925996171264,Fri Nov 27 17:03:51 +0000 2015,en,sad,RT @moscaddie: popular conception of depression = feeling sad   more accurate = feeling hopeless  lethargic  pessimistic  alone  anxious  n…,[0  0  0  0  1  1  0  0],fear,
670286378601582592,Fri Nov 27 17:01:40 +0000 2015,en,sad,RT @moscaddie: popular conception of depression = feeling sad   more accurate = feeling hopeless  lethargic  pessimistic  alone  anxious  n…,[0  0  0  0  1  1  0  0],fear,
670286348205621248,Fri Nov 27 17:01:33 +0000 2015,en,sad,RT @moscaddie: popular conception of depression = feeling sad   more accurate = feeling hopeless  lethargic  pessimistic  alone  anxious  n…,[0  0  0  0  1  1  0  0],fear,
670285768624066561,Fri Nov 27 16:59:15 +0000 2015,en,sad,RT @moscaddie: popular conception of depression = feeling sad   more accurate = feeling hopeless  lethargic  pessimistic  alone  anxious  n…,[0  0  0  0  1  1  0  0],fear,
670285616702205952,Fri Nov 27 16:58:38 +0000 2015,en,sad,RT @moscaddie: popular conception of depression = feeling sad   more accurate = feeling hopeless  lethargic  pessimistic  alone  anxious  n…,[0  0  0  0  1  1  0  0],fear,
670285235615961088,Fri Nov 27 16:57:08 +0000 2015,en,sad,@BoreGuru The GOP is reliable in squandering opportunities and failing to deliver  so I take a pessimistic stance these days.,[0  0  0  0  0  1  0  0],sad,
670284658744016896,Fri Nov 27 16:54:50 +0000 2015,en,sad,Paris after attacks: 'I'm pessimistic'  ParisTerrorAttacks https://t.co/yzgNUCSx87 https://t.co/qKqzDUAa0H,[0  0  0  0  0  0  0  0],surprise,
670284336416075776,Fri Nov 27 16:53:33 +0000 2015,en,sad,RT @moscaddie: popular conception of depression = feeling sad   more accurate = feeling hopeless  lethargic  pessimistic  alone  anxious  n…,[0  0  0  0  1  1  0  0],fear,
670288581215170560,Fri Nov 27 17:10:25 +0000 2015,en,sad,Is your inner voice feeling unhappy? Take the quiz: https://t.co/9mJ96z2uDh https://t.co/6WIxf4LzrX,[0  0  0  0  0  1  0  0],sad,
670288575737434113,Fri Nov 27 17:10:24 +0000 2015,en,sad,Are you unhappy in your inner monkey mind? Take the quiz: https://t.co/LAGrCKFPju https://t.co/TvZUHeVw69,[0  0  0  0  0  1  0  0],sad,
670288568548478976,Fri Nov 27 17:10:22 +0000 2015,en,sad,RT @watchyourTONE: You're in a unhappy relationship  leave that nikka already.,[0  0  0  1  0  1  0  0],sad,
670288542841462784,Fri Nov 27 17:10:16 +0000 2015,en,sad,Are you unhappy in your inner chattering mind? Take the quiz: https://t.co/mf3QparJPl https://t.co/f8DdefQmSB,[0  0  0  0  0  1  0  0],sad,
670288535899889665,Fri Nov 27 17:10:14 +0000 2015,en,sad,Is your inner mental voice unhappy? Take the quiz: https://t.co/X96cXO2EG1 https://t.co/39ax0pnr5A,[0  0  0  0  0  1  0  0],sad,
670288513519095808,Fri Nov 27 17:10:09 +0000 2015,en,sad,Is your monkey mind sounding unhappy? Take the quiz: https://t.co/EDTbxeau5C https://t.co/4p2uoKZ2ou,[0  0  0  0  0  1  0  0],sad,
670288512088850432,Fri Nov 27 17:10:09 +0000 2015,en,sad,Is your inner mental voice feeling unhappy? Take the quiz: https://t.co/2qFttXGUyi https://t.co/KQ7RMPhyK1,[0  0  0  0  0  1  0  0],sad,
670288507789701120,Fri Nov 27 17:10:08 +0000 2015,en,sad,RT @TheEconomist: Pension funds and endowments are too optimistic https://t.co/tWPp7DXpPr https://t.co/IzpB2no59A,[0  0  0  1  0  0  0  0],enjoyment,
670288506200150016,Fri Nov 27 17:10:07 +0000 2015,en,sad,RT @VlBENEXTDOOR: rumors are made by unhappy souls,[0  0  0  1  0  1  0  0],sad,
670288506187485184,Fri Nov 27 17:10:07 +0000 2015,ja,sad,@uNhappy_R pad!,[0  0  0  0  0  0  0  0],surprise,
670288729651613696,Fri Nov 27 17:11:01 +0000 2015,en,sad,Stop anything you doing and listen to the new GRIEVED song https://t.co/4Kh3GWG37g,[0  0  0  0  0  1  0  0],sad,
670286699843465216,Fri Nov 27 17:02:57 +0000 2015,en,sad,RT @MKAPakistan: "The prayers of people whose hearts have been grieved are enough to shake the Heavens" Hazrat Mirza Masroor Ahmad https://…,[0  0  0  1  1  1  0  0],sad,
670286251174555648,Fri Nov 27 17:01:10 +0000 2015,en,sad,Y'all are just wack. David gets grieved when I play South African house. What's wrong with all of you 🙄 https://t.co/FNlFawrFRW,[0  0  0  0  0  1  1  0],sad,
670285966515507201,Fri Nov 27 17:00:02 +0000 2015,en,sad,SubhanAllah  "I become happy when my opponent speaks correctly  I become grieved when he errs." SubhanAllaah. https://t.co/E5A02CKRVx,[1  0  0  1  0  1  0  0],enjoyment,
670284985300082688,Fri Nov 27 16:56:08 +0000 2015,en,sad,RT @MKAPakistan: "The prayers of people whose hearts have been grieved are enough to shake the Heavens" Hazrat Mirza Masroor Ahmad https://…,[0  0  0  1  1  1  0  0],sad,
670283419272634368,Fri Nov 27 16:49:55 +0000 2015,en,sad,I am deeply grieved to hear the news of the passing away of Hon. Abdul Sattar Moosa Didi. May Allah bless him heavenly bliss,[0  0  0  1  0  1  0  0],sad,
670282432906563584,Fri Nov 27 16:45:59 +0000 2015,en,sad,RT @Alhamdhulillaah: Do not be discouraged or grieved. You alone will have true dignity if you only are true believers.  Quran 3:139,[0  0  0  1  0  2  0  0],sad,
670282191855869953,Fri Nov 27 16:45:02 +0000 2015,en,sad,RT @MKAPakistan: "The prayers of people whose hearts have been grieved are enough to shake the Heavens" Hazrat Mirza Masroor Ahmad https://…,[0  0  0  1  1  1  0  0],sad,
670279983064027136,Fri Nov 27 16:36:15 +0000 2015,en,sad,RT @MKAPakistan: "The prayers of people whose hearts have been grieved are enough to shake the Heavens" Hazrat Mirza Masroor Ahmad https://…,[0  0  0  1  1  1  0  0],sad,
670279727446409216,Fri Nov 27 16:35:14 +0000 2015,en,sad, Irvine boy  9  grieved at vigil https://t.co/5zLieD3TLQ https://t.co/8W7GnT9kHz,[0  0  0  0  0  1  0  0],sad,
670289122179866624,Fri Nov 27 17:12:34 +0000 2015,en,sad,@mushishiO i am lonely idiot,[0  0  0  0  0  1  0  0],sad,
670289113875091456,Fri Nov 27 17:12:32 +0000 2015,en,sad,RT @HabibaTagg: Now i'm lonely and now i miss you. Now i'm waiting for you and i know you ain't coming back.,[0  0  0  1  0  1  0  0],sad,
670289104911728641,Fri Nov 27 17:12:30 +0000 2015,en,sad,It's basically impossible for me to not imagine @MarsCuriosity as being a little bit lonely.,[0  0  0  0  0  1  0  0],sad,
670289102621790209,Fri Nov 27 17:12:30 +0000 2015,und,sad,RT @wendysredvel: https://t.co/A9Uyyzmc7J,[0  0  0  0  0  0  0  0],surprise,
670289094031753216,Fri Nov 27 17:12:28 +0000 2015,in,sad,RT @paejahvicc: beat 1 am hanging out kat twitter ni meaning those lonely pakwe kahkah yg takda,[0  0  0  0  0  1  1  0],sad,
670289069398618112,Fri Nov 27 17:12:22 +0000 2015,en,sad,Meet the lonely online warriors leading the fight against looted art https://t.co/IOpmHOr9Ys via thisisfusion Look!,[1  0  0  1  0  1  0  0],enjoyment,
670289046095052800,Fri Nov 27 17:12:16 +0000 2015,en,sad,Lonely Nights :((,[0  0  0  0  0  1  0  0],sad,
670289039753220096,Fri Nov 27 17:12:15 +0000 2015,en,sad,You bring good to my lonely life  MTVStars Lana Del Rey,[0  0  0  0  0  1  0  0],sad,
670289038381858816,Fri Nov 27 17:12:14 +0000 2015,en,sad,RT @jmichelleee__: I might be lonely 4 life 🤔😂💀,[0  0  0  0  0  1  0  0],sad,
670289030991454210,Fri Nov 27 17:12:13 +0000 2015,ja,sad,In @imascg_stage: added story commu episode 16 Alone  But Not Lonely!  Play on LIVE You're stars shine on me  to achieve the first 16 episodes  Anya's sing! Dearest https.,[0  0  0  2  0  1  0  0],enjoyment,
670278705630064644,Fri Nov 27 16:31:11 +0000 2015,en,sad,Hello !!! .... *Immediately turns down volume* ... Shut the fuck up Adele  I'm tired of your miserable  mournful wailing now  fuckin'racket,[0  0  1  1  0  2  0  0],sad,
670266743504289792,Fri Nov 27 15:43:39 +0000 2015,ja,sad,RT @mjyoulove: Japanese　No1！artist  koji tamaki music「the mournful baying of a coyote」 Please listen♫ https://t.co/fV4BgEqXmO コヨーテ♫ https:/…,[0  0  0  0  0  1  0  0],sad,
670264759363596288,Fri Nov 27 15:35:46 +0000 2015,ja,sad,Japanese　No1！artist  koji tamaki music「the mournful baying of a coyote」 Please listen♫ https://t.co/fV4BgEqXmO コヨーテ♫ https://t.co/JvACWueD0z,[0  0  0  0  0  1  0  0],sad,
670262991053578241,Fri Nov 27 15:28:44 +0000 2015,en,sad,Hear  Hear  the shameful call  Revelry raised  mournful all  Give those  the thoughtful loved  Pretend... https://t.co/6zRsHIbnUs,[1  0  0  1  0  1  0  0],enjoyment,
670257341237882881,Fri Nov 27 15:06:17 +0000 2015,en,sad,That we must change for Heaven?--this mournful gloom,[0  0  0  0  0  1  0  0],sad,
670257225324036096,Fri Nov 27 15:05:49 +0000 2015,en,sad,Bereave  &gt &gt  sad 😂 mournful ngae hotels,[0  0  0  0  0  1  0  0],sad,
670255995290013696,Fri Nov 27 15:00:56 +0000 2015,en,sad,RT @belledelettres: @tommyNtour I was wondering if the tune could be upbeat? So many are mournful.,[0  0  0  1  0  1  1  0],sad,
670255891560665088,Fri Nov 27 15:00:31 +0000 2015,en,sad,@tommyNtour I was wondering if the tune could be upbeat? So many are mournful.,[0  0  0  1  0  1  1  0],sad,
670254126895378432,Fri Nov 27 14:53:31 +0000 2015,en,sad,The Mournful Sci-Fi Masterpiece Behind Amazon’s Splashy Man in the High Castle https://t.co/7NGXwChjQK,[0  0  0  0  0  1  0  0],sad,
670245500457787392,Fri Nov 27 14:19:14 +0000 2015,en,sad,RT @GreyCaitlin: The Promise by Caitlin Grey takes us through a gamut of emotions  cheerful  dramatic  mournful  long https://t.co/MzyQaWL2…,[0  0  0  1  0  1  0  0],sad,
670289635357163520,Fri Nov 27 17:14:37 +0000 2015,en,sad,RT @Godly_Life: Don't fear  for I'm w/ u  don't be dismayed  for I'm ur God. I'll strengthen u &amp  help u  I'll uphold u w/ my righteous righ…,[0  0  0  0  1  0  0  0],fear,
670289190039502848,Fri Nov 27 17:12:50 +0000 2015,en,sad,RT @Godly_Life: Don't fear  for I'm w/ u  don't be dismayed  for I'm ur God. I'll strengthen u &amp  help u  I'll uphold u w/ my righteous righ…,[0  0  0  0  1  0  0  0],fear,
670289092588912640,Fri Nov 27 17:12:27 +0000 2015,en,sad,RT @Godly_Life: Don't fear  for I'm w/ u  don't be dismayed  for I'm ur God. I'll strengthen u &amp  help u  I'll uphold u w/ my righteous righ…,[0  0  0  0  1  0  0  0],fear,
670289061475676160,Fri Nov 27 17:12:20 +0000 2015,en,sad,Don't fear  for I'm w/ u  don't be dismayed  for I'm ur God. I'll strengthen u &amp  help u  I'll uphold u w/ my righteous right hand -Isa 41:10,[0  0  0  0  1  0  0  0],fear,
670288968664006657,Fri Nov 27 17:11:58 +0000 2015,en,sad,RT @Godly_Life: Don't fear  for I'm w/ u  don't be dismayed  for I'm ur God. I'll strengthen u &amp  help u  I'll uphold u w/ my righteous righ…,[0  0  0  0  1  0  0  0],fear,
670288953862283264,Fri Nov 27 17:11:54 +0000 2015,en,sad,RT @Godly_Life: Don't fear  for I'm w/ u  don't be dismayed  for I'm ur God. I'll strengthen u &amp  help u  I'll uphold u w/ my righteous righ…,[0  0  0  0  1  0  0  0],fear,
670288900955357185,Fri Nov 27 17:11:42 +0000 2015,en,sad,RT @Godly_Life: Don't fear  for I'm w/ u  don't be dismayed  for I'm ur God. I'll strengthen u &amp  help u  I'll uphold u w/ my righteous righ…,[0  0  0  0  1  0  0  0],fear,
670288890633129984,Fri Nov 27 17:11:39 +0000 2015,en,sad,RT @Godly_Life: Don't fear  for I'm w/ u  don't be dismayed  for I'm ur God. I'll strengthen u &amp  help u  I'll uphold u w/ my righteous righ…,[0  0  0  0  1  0  0  0],fear,
670288850393038848,Fri Nov 27 17:11:29 +0000 2015,en,sad,RT @Godly_Life: Don't fear  for I'm w/ u  don't be dismayed  for I'm ur God. I'll strengthen u &amp  help u  I'll uphold u w/ my righteous righ…,[0  0  0  0  1  0  0  0],fear,
670288826145751040,Fri Nov 27 17:11:24 +0000 2015,en,sad,RT @Godly_Life: Don't fear  for I'm w/ u  don't be dismayed  for I'm ur God. I'll strengthen u &amp  help u  I'll uphold u w/ my righteous righ…,[0  0  0  0  1  0  0  0],fear,
670284836230205441,Fri Nov 27 16:55:32 +0000 2015,en,sad,RT @98kgs: FREE YOURSELF BY LEARNING TO LET GO OF THINGS THAT DON'T MATTER. DISHEARTEN YOURSELF WITH THE KNOWLEDGE THAT NOTHING REALLY MATTE…,[0  0  0  1  0  1  0  0],sad,
670283371390435328,Fri Nov 27 16:49:43 +0000 2015,en,sad,Decode her distress dishearten regardless thy mammon pour out!: JxaKoxCSE,[0  0  0  0  0  1  0  0],sad,
670279942010216448,Fri Nov 27 16:36:06 +0000 2015,en,sad,RT @Husaynii: "Hardship may dishearten at first but every hardship passes away. All despair is followed by hope all darkness is followed by …,[0  0  0  0  0  2  0  0],sad,
670277239515308032,Fri Nov 27 16:25:21 +0000 2015,en,sad,hayed humanly modicum's Aeneas's Olympiads point's happen turtle's dishearten  nonsense  nonsenseengine,[0  0  0  0  0  1  0  0],sad,
670275512296697856,Fri Nov 27 16:18:29 +0000 2015,en,sad,FREE YOURSELF BY LEARNING TO LET GO OF THINGS THAT DON'T MATTER. DISHEARTEN YOURSELF WITH THE KNOWLEDGE THAT NOTHING REALLY MATTERS,[0  0  0  1  0  1  0  0],sad,
670268900462858240,Fri Nov 27 15:52:13 +0000 2015,en,sad,Unspent conformable to ebay? small paypal advantage? breed true ebay interlude dishearten without delay!: ZINWGOsMU,[0  0  0  0  0  1  0  0],sad,
670262599448072192,Fri Nov 27 15:27:11 +0000 2015,en,sad,Dishearten banners that repellence on ear-piercing hot weather only on one occasion: mGQufUsd https://t.co/M9t6jFZt5h,[0  0  0  0  0  1  0  0],sad,
670260555857301504,Fri Nov 27 15:19:04 +0000 2015,en,sad,An updated haloti ngata jersey spiritual being-dishearten walking dead man en route to camping outdoors from th...,[0  0  0  0  0  0  0  0],surprise,
670255235391057920,Fri Nov 27 14:57:55 +0000 2015,en,sad,Whence make the grade one and only dishearten my civil wedding simply?: muFEjo,[0  0  0  1  0  1  0  0],sad,
670240673207980033,Fri Nov 27 14:00:03 +0000 2015,en,sad,Exhibition dishearten inflowing volume: cTDTImi,[0  0  0  0  0  1  0  0],sad,
670285900182503424,Fri Nov 27 16:59:46 +0000 2015,en,sad, Arun Jaitley CNNIBN Gulam Nabi Azad was great. Jaitley became sulky schoolboy,[0  0  0  1  0  1  0  0],sad,
670277214701805568,Fri Nov 27 16:25:15 +0000 2015,en,sad,Even had a sulky millennial (dressed in an outfit your grandma wld comment on) who wouldn't look up from her phone. https://t.co/RpLgJCqAAM,[0  0  0  0  0  1  0  0],sad,
670275773593313280,Fri Nov 27 16:19:32 +0000 2015,und,sad,@Sulky__  LadyMaquetas,[0  0  0  0  0  0  0  0],surprise,
670274304009854977,Fri Nov 27 16:13:41 +0000 2015,en,sad,i still am kinda sulky abt it,[0  0  0  1  0  1  0  0],sad,
670272507316858880,Fri Nov 27 16:06:33 +0000 2015,en,sad,Perplexity are notebook renovation else sulky taken with desktop renovation?: MmSk https://t.co/MYbmAMQpZ9,[0  0  0  0  0  1  0  0],sad,
670265128424722432,Fri Nov 27 15:37:14 +0000 2015,en,sad,...accusing you of being thin-skinned  sulky  vindictive or ridiculous.,[0  0  0  0  0  1  0  0],sad,
670262954810470400,Fri Nov 27 15:28:35 +0000 2015,en,sad,RT @ziera9286: Hakyeon got scolded by managernim? XD look at his sulky face...hahahahah.. https://t.co/kuITtK52Qx,[0  0  0  0  0  1  1  0],sad,
670262220241113088,Fri Nov 27 15:25:40 +0000 2015,en,sad,I certainly sulky  but i'm waiting for your reply.,[0  0  0  0  0  1  0  0],sad,
670260976202067968,Fri Nov 27 15:20:44 +0000 2015,en,sad,RT @ziera9286: Hakyeon got scolded by managernim? XD look at his sulky face...hahahahah.. https://t.co/kuITtK52Qx,[0  0  0  0  0  1  1  0],sad,
670260103212240897,Fri Nov 27 15:17:16 +0000 2015,en,sad,@wowhorse I'd buy the one with Santa and the reindeer on it if it was a sulky instead of a sled.  -),[0  0  0  0  0  1  0  0],sad,
670290304851931136,Fri Nov 27 17:17:16 +0000 2015,en,sad,I liked a @YouTube video from @agony https://t.co/N4XYYvpoP3 BACK 2 BACK!! (BO3),[0  0  0  1  0  0  0  0],enjoyment,
670290299982389248,Fri Nov 27 17:17:15 +0000 2015,en,sad,RT @Rt_YourFavBands: Black Veil Brides "Goodbye Agony"  BVB https://t.co/qmbJHalW5J,[0  0  0  0  0  1  0  0],sad,
670290267661017088,Fri Nov 27 17:17:07 +0000 2015,en,sad,@Agony red and black g fuel,[0  0  0  0  0  1  0  0],sad,
670290252238458880,Fri Nov 27 17:17:04 +0000 2015,en,sad,what if KS prolongs our agony for another week? keribels??   ALDUBStaySTRONG,[0  0  0  0  0  1  0  0],sad,
670289829171748864,Fri Nov 27 17:15:23 +0000 2015,en,sad,Your fur coat came from abuse  torture  agony  and a slow slow slow death-hope u feel beautiful in it.sure animal wants u 2.  FurFreeFriday,[0  0  0  0  0  1  0  0],sad,
670289819034087427,Fri Nov 27 17:15:20 +0000 2015,en,sad,RT @Home_Halfway: When you're ready to destroy everyone who's ever hurt you and laugh as their agony leads to their eternity in Hell. https…,[1  0  0  1  0  1  0  0],enjoyment,
670289776713572352,Fri Nov 27 17:15:10 +0000 2015,en,sad,@mindofmagoo @Agony Better be a YSO by him. It'll give the most nostalgic feeling.,[0  0  0  0  0  0  0  0],surprise,
670289747386978304,Fri Nov 27 17:15:03 +0000 2015,en,sad,RT @Agony:  1 for 5 days in a row! Thanks  you beasts! Come watch me slay! https://t.co/CcDcH7XelY,[0  0  0  0  0  0  0  0],surprise,
670289745688338432,Fri Nov 27 17:15:03 +0000 2015,en,sad, NowPlaying Goodbye Agony by Black Veil Brides on  Anghami https://t.co/SdqeCtvhxm,[0  0  0  0  0  1  0  0],sad,
670289609415376896,Fri Nov 27 17:14:30 +0000 2015,en,sad,My legs are in absolute agony 😣,[0  0  0  0  0  1  0  0],sad,
670307830981898240,Fri Nov 27 18:26:55 +0000 2015,fr,enjoyment,I think and she thinks that I confuse admiration and love,[0  0  0  1  0  0  0  0],enjoyment,
670307684722286592,Fri Nov 27 18:26:20 +0000 2015,en,enjoyment,RT @najwa_safian: Don't confuse love with admiration - Mat Luthfi- https://t.co/42ASejyLqw,[0  0  0  1  0  0  0  0],enjoyment,
670307536680153088,Fri Nov 27 18:25:45 +0000 2015,en,enjoyment,RT @jk_rowling: No  not a rant  I'm thoughtful  not upset! Snape deserves both admiration and disapprobation  like most of us. https://t.co…,[0  0  0  1  1  0  0  0],enjoyment,
670307499141107712,Fri Nov 27 18:25:36 +0000 2015,en,enjoyment,RT @jk_rowling: No  not a rant  I'm thoughtful  not upset! Snape deserves both admiration and disapprobation  like most of us. https://t.co…,[0  0  0  1  1  0  0  0],enjoyment,
670307489565556737,Fri Nov 27 18:25:33 +0000 2015,en,enjoyment,RT @jk_rowling: No  not a rant  I'm thoughtful  not upset! Snape deserves both admiration and disapprobation  like most of us. https://t.co…,[0  0  0  1  1  0  0  0],enjoyment,
670307275354034180,Fri Nov 27 18:24:42 +0000 2015,en,enjoyment,The Royal Dragon doesn't lead through harsh command  his devotees follow him through admiration and respect for his powerful  yet amiable na,[0  0  0  1  0  0  0  0],enjoyment,
670307174065795072,Fri Nov 27 18:24:18 +0000 2015,en,enjoyment,RT @jk_rowling: No  not a rant  I'm thoughtful  not upset! Snape deserves both admiration and disapprobation  like most of us. https://t.co…,[0  0  0  1  1  0  0  0],enjoyment,
670307085926670336,Fri Nov 27 18:23:57 +0000 2015,en,enjoyment,Wow Blythe! Thanks so much. I loved MARTians. Can we form a mutual admiration society?  https://t.co/maOpRhWqJy,[0  0  0  2  0  0  0  0],enjoyment,
670307079173881857,Fri Nov 27 18:23:56 +0000 2015,en,enjoyment,RT @jk_rowling: No  not a rant  I'm thoughtful  not upset! Snape deserves both admiration and disapprobation  like most of us. https://t.co…,[0  0  0  1  1  0  0  0],enjoyment,
670306976694468611,Fri Nov 27 18:23:31 +0000 2015,en,enjoyment,RT @jk_rowling: No  not a rant  I'm thoughtful  not upset! Snape deserves both admiration and disapprobation  like most of us. https://t.co…,[0  0  0  1  1  0  0  0],enjoyment,
670308455362781184,Fri Nov 27 18:29:24 +0000 2015,fr,enjoyment,Yes-@manuvdw13 I agree and a little hard also. But it is so beautiful! I love stars = D,[0  0  0  1  0  0  0  0],enjoyment,
670308453588426752,Fri Nov 27 18:29:23 +0000 2015,en,enjoyment,RT @sailormyeon: i adore him so much my heart is about to burst https://t.co/GFpcLd0bvf,[0  0  0  1  0  0  0  0],enjoyment,
