TWEET,TWEET TIMESTAMP,ORIGINAL LOCALE,ANNOTATION,RAW EN TEXT,EMO VECTOR
675939179528896513,Sun Dec 13 07:23:53 +0000 2015,en,disgust,@MagicalChet I KNOW.  resentful,[0  0  1  1  0  0  0  0],
675731496758599680,Sat Dec 12 17:38:37 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675728131135807488,Sat Dec 12 17:25:15 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675640416964841472,Sat Dec 12 11:36:42 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675622974658125824,Sat Dec 12 10:27:24 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675618978673356800,Sat Dec 12 10:11:31 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675407908251807745,Fri Dec 11 20:12:48 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675407461248053248,Fri Dec 11 20:11:01 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675396000169750528,Fri Dec 11 19:25:29 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675393174525878272,Fri Dec 11 19:14:15 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675391165546536960,Fri Dec 11 19:06:16 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675390502473228288,Fri Dec 11 19:03:38 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675390292544110593,Fri Dec 11 19:02:48 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675386811380797440,Fri Dec 11 18:48:58 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675384957993398273,Fri Dec 11 18:41:36 +0000 2015,en,disgust,RT @emmyzen: Some of us are inclined to be over  generous. Don't let yourself be exploited and become  resentful. ,[0  0  1  0  0  0  0  0],
675008196579233792,Thu Dec 10 17:44:29 +0000 2015,en,disgust,@topomodesto  revulsion is what arises within me when I witness American's daily acting out on their fear turned hatred!,[1  0  1  0  1  0  0  0],
676346917350019072,Mon Dec 14 10:24:05 +0000 2015,en,disgust, Risk  aversion stemming from the fall in oil prices has spilled over into the beginning of this week. ,[0  0  1  0  0  0  0  0],
676093979235065856,Sun Dec 13 17:39:00 +0000 2015,en,disgust, Shares tumble amid  risk  aversion   oil price   China  yuan drop ,[0  0  1  0  0  0  0  0],
675520861605142528,Sat Dec 12 03:41:38 +0000 2015,en,disgust,Kick Ass Die Young!  Aversion @ Pacific Beach ,[0  0  1  0  0  0  0  0],
675263057564712960,Fri Dec 11 10:37:13 +0000 2015,en,disgust, California inspired stuff comin' up!  Aversion @ San Diego  California ,[0  0  1  0  0  0  0  0],
675116645006893056,Fri Dec 11 00:55:25 +0000 2015,en,disgust,New stuff comin' up.  Aversion @ San Diego  California ,[0  0  1  0  0  0  0  0],
674999799364632576,Thu Dec 10 17:11:07 +0000 2015,en,disgust,I don't want to tolerate. I want to examine  understand  recognize  empathize  love  and let go.  yoga  attachment  aversion,[0  0  1  1  0  1  0  0],
674946757219000324,Thu Dec 10 13:40:21 +0000 2015,en,disgust,Haven't eaten a mince pie since being Mayor of North Down in 2000. Got one at every event from Oct to Feb. Only so many u can eat  aversion,[0  0  1  0  0  1  1  0],
674949407540977664,Thu Dec 10 13:50:53 +0000 2015,en,disgust,Saturday the 19th | Atlantic City  NJ | @sentinelsnj idlemindsband reborndivided  abhorrence ,[0  0  1  0  0  0  0  0],
676481932088074240,Mon Dec 14 19:20:35 +0000 2015,en,disgust,The only thing I really hope for is Costa to be traded out of EPL altogether. I cringe every time I see him on a start sheet  loathing,[0  0  1  0  0  0  0  0],
676447924696571905,Mon Dec 14 17:05:27 +0000 2015,en,disgust, pro  marker  sketch  fear &amp   loathing  lasvegas  art  johnnydepp at his  drug induced  best  batcountry ,[0  0  1  0  1  0  0  0],
676442249866121216,Mon Dec 14 16:42:54 +0000 2015,en,disgust,CrowdComfort:  MondayMotivation: Use  CrowdComfort to bring  holidaycheer to offices  and avoid  loathing and  sne… ,[0  0  1  0  0  0  0  0],
676441571567542272,Mon Dec 14 16:40:12 +0000 2015,en,disgust,CrowdComfort:  MondayMotivation: Use  CrowdComfort to bring  holidaycheer to offices  and avoid  loathing and  sne… ,[0  0  1  0  0  0  0  0],
676440564376739840,Mon Dec 14 16:36:12 +0000 2015,en,disgust,CrowdComfort:  MondayMotivation: Use  CrowdComfort to bring  holidaycheer to offices  and avoid  loathing and  sne… ,[0  0  1  0  0  0  0  0],
676439441922269184,Mon Dec 14 16:31:45 +0000 2015,en,disgust,CrowdComfort:  MondayMotivation: Use  CrowdComfort to bring  holidaycheer to offices  and avoid  loathing and  sne… ,[0  0  1  0  0  0  0  0],
676437911206801412,Mon Dec 14 16:25:40 +0000 2015,en,disgust, MondayMotivation: Use  CrowdComfort to bring  holidaycheer to offices  and avoid  loathing and  sneers!  demo! ,[0  0  1  0  0  0  0  0],
676082976640262145,Sun Dec 13 16:55:17 +0000 2015,en,disgust, KamleshTiwari row:  Fear and  loathing on  Twitter: ,[0  0  1  0  1  0  0  0],
674956954788302849,Thu Dec 10 14:20:52 +0000 2015,en,disgust,the price of living a  digital  life is UNDYING  FURY AND  LOATHING BECAUSE  CONSUMER  ELECTRONICS ARE COMPLETE AND TOTAL FUCKING  TRASH,[1  0  1  1  0  0  0  0],
674804141663776770,Thu Dec 10 04:13:39 +0000 2015,en,disgust,@88_Odalist @AnnCoulter looks like  fear and  loathing in  las  Vegas might be time to whistle another  tune,[0  0  1  0  1  0  0  0],
674734253167517700,Wed Dec 09 23:35:56 +0000 2015,en,disgust," Fear and  Loathing in  Venezuela"  Ph  AlejandroCegarra  ,[0  0  1  0  1  0  0  0],
674709234311929857,Wed Dec 09 21:56:31 +0000 2015,en,disgust,Agree.  SELF  LOATHING of  EPIC Proportions...and WE will all suffer for it!  NoSyrianRefugees  IslamIsTheProblem  ,[0  0  1  0  0  1  0  0],
674534823256530944,Wed Dec 09 10:23:28 +0000 2015,en,disgust, Fear and  Loathing in  Venezuela ,[0  0  1  0  1  0  0  0],
674324964602875914,Tue Dec 08 20:29:34 +0000 2015,en,disgust,@allsportsfbb  TysonFury is not quite right. The  WorldChampion appears to savour the bitter  odium of the people.,[1  0  1  1  0  0  0  0],
673881832832806914,Mon Dec 07 15:08:43 +0000 2015,en,disgust,Claire C Riley  zombies  apocalypse  zompoc  horror  favoriteauthor  favoriteseries  outnow  odium  newrelease... ,[0  0  1  0  0  0  0  0],
676486450054086656,Mon Dec 14 19:38:32 +0000 2015,en,disgust,Info: Alternative2  NSAIDs  painkillers known 2have many  sideeffects like  nausea   diarrhea n  kidney failure: ,[0  0  1  1  0  0  0  0],
676480798275538944,Mon Dec 14 19:16:05 +0000 2015,en,disgust,Synthetic  cannabinoids are already on the market for  chemotherapy induced  nausea. ,[0  0  1  0  0  0  0  0],
676477201953329152,Mon Dec 14 19:01:47 +0000 2015,en,disgust,New on  DrFrankelsJournal " CBD-A &amp   Nausea  A Follow Up" ,[0  0  1  0  0  0  0  0],
676469575093981185,Mon Dec 14 18:31:29 +0000 2015,en,disgust,RT @ShaftesburyC:  Acupuncture  research : The Neurological Effects of point PC-6:  nausea relief ,[0  0  1  0  0  0  0  0],
676452962437320704,Mon Dec 14 17:25:28 +0000 2015,en,disgust, nausea !  DonaldTrump = joke &amp  so is any1 who "supports" him!  DonaldIsAJoke ,[0  0  1  0  0  0  0  0],
676449985211342848,Mon Dec 14 17:13:38 +0000 2015,en,disgust,In my opinon  the worst side effect from pills is  nausea!! 😩😫😅,[0  0  1  0  1  0  0  0],
676419389600759808,Mon Dec 14 15:12:04 +0000 2015,en,disgust,Alcohol  Aromatherapy Eases  Nausea in the ER ,[0  0  1  1  0  0  0  0],
676414562611109888,Mon Dec 14 14:52:53 +0000 2015,en,disgust,@DrRobertGlatter @EmergencyDocs @forbeshealth @dr_hansa @lenoxhill @NorthShoreLIJ  nausea  alcoholwipes thx for RT! ,[0  0  1  0  0  0  0  0],
676401143124271104,Mon Dec 14 13:59:34 +0000 2015,en,disgust,RT @ShaftesburyC:  Acupuncture  research : The Neurological Effects of point PC-6:  nausea relief ,[0  0  1  0  0  0  0  0],
676396551841800196,Mon Dec 14 13:41:19 +0000 2015,en,disgust,Seriously hate being sick.  fever  chills  nausea 😭,[1  0  1  0  0  0  0  0],
676393474774667264,Mon Dec 14 13:29:05 +0000 2015,en,disgust,RT @ShaftesburyC:  Acupuncture  research : The Neurological Effects of point PC-6:  nausea relief ,[0  0  1  0  0  0  0  0],
676389429217488896,Mon Dec 14 13:13:01 +0000 2015,en,disgust, Acupuncture  research : The Neurological Effects of point PC-6:  nausea relief ,[0  0  1  0  0  0  0  0],
676250671247675393,Mon Dec 14 04:01:38 +0000 2015,en,disgust, MedicalMarijuana is an alternative for patients who can't take pills for  nausea. ,[0  0  1  0  0  0  0  0],
676220596020191236,Mon Dec 14 02:02:08 +0000 2015,en,disgust,What causes nausea on @ComradesRace day? ,[0  0  1  0  0  0  0  0],
674687401336430592,Wed Dec 09 20:29:46 +0000 2015,en,disgust,MISSING SCHOOL SO YOU GO OUT EVERY NIGHT AND TRY TO HAVE FUN  YOU STILL DENY AND TRY TO HIDE THE SMOKE FROM YOUR GUNS  distaste,[1  0  1  1  0  1  0  0],
673643023113285633,Sun Dec 06 23:19:47 +0000 2015,en,disgust,RT @TStorySF_lyr: Can you look at my face and explain why you put someone else in my place?  Distaste,[0  0  1  0  0  0  0  0],
676492448353361920,Mon Dec 14 20:02:22 +0000 2015,en,enjoyment,RT @GamersFurious: Sticks fight of the LoL? I love it!   ⬇ 1st part ⬇ ,[0  0  0  1  0  0  1  0],
676492324038434817,Mon Dec 14 20:01:53 +0000 2015,en,enjoyment,I've been crying for the past 5 hours... why can't I stop?  lol  wth  tearstearsgoaway,[0  0  0  0  0  1  0  0],
676492313275867136,Mon Dec 14 20:01:50 +0000 2015,en,enjoyment,I wonder if Chelsea can cause an upset and beat Leicester.  lol,[0  0  0  0  1  0  1  0],
676480254484094976,Mon Dec 14 19:13:55 +0000 2015,en,enjoyment,RT BlakeAdamFelton: Please ReTweet New EBook   funny  lol  lmao  rofl  lmfao  ctfu  laug… ,[0  0  0  1  0  0  0  0],
676467510569488384,Mon Dec 14 18:23:17 +0000 2015,en,enjoyment,Just as bad as buying likes! @Redskins ,[0  0  0  0  1  0  0  0],
676492911568158720,Mon Dec 14 20:04:13 +0000 2015,en,enjoyment,RT @EssexMagician: You gotta love the old sponge ball behind the ear lol  ClassicMagic  lmao  BookAMagician ,[0  0  0  1  0  0  0  0],
676492910301454337,Mon Dec 14 20:04:13 +0000 2015,en,enjoyment,RT @EssexMagician: You gotta love the old sponge ball behind the ear lol  ClassicMagic  lmao  BookAMagician ,[0  0  0  1  0  0  0  0],
676492693590188032,Mon Dec 14 20:03:21 +0000 2015,en,enjoyment,That flashback was hilarious... She brought Jason Morgan khakis. No wonder he left that shit.   LMAO  GH,[0  0  0  0  0  0  1  0],
676492679094648832,Mon Dec 14 20:03:17 +0000 2015,en,enjoyment,RT @EssexMagician: You gotta love the old sponge ball behind the ear lol  ClassicMagic  lmao  BookAMagician ,[0  0  0  1  0  0  0  0],
676425941212528640,Mon Dec 14 15:38:06 +0000 2015,en,enjoyment,LocalSurch is a hyperlocal business directory that finds the best local businesses near you in  Admire  KS. ,[0  0  0  1  0  0  0  0],
676393218561437696,Mon Dec 14 13:28:04 +0000 2015,en,enjoyment, serve  obey  admire to the beautiful mistress.  ,[0  0  0  1  0  0  0  0],
676348776936697856,Mon Dec 14 10:31:29 +0000 2015,en,enjoyment,RT @WonderCherryPie: The reality... So brave of her  tho  admire  brave  love  beauty  truth  awakening  awake ,[0  0  0  1  0  0  0  0],
676344789848100865,Mon Dec 14 10:15:38 +0000 2015,en,enjoyment,RT @WonderCherryPie: The reality... So brave of her  tho  admire  brave  love  beauty  truth  awakening  awake ,[0  0  0  1  0  0  0  0],
676337753446051840,Mon Dec 14 09:47:40 +0000 2015,en,enjoyment,The reality... So brave of her  tho  admire  brave  love  beauty  truth  awakening  awake ,[0  0  0  1  0  0  0  0],
676291498955161600,Mon Dec 14 06:43:52 +0000 2015,en,enjoyment, FF @ZiadAsali Nervana Mahmoud Isn't the woman I admire most She is the Person I  Admire  Most that she so respects you says a lot to me,[0  0  0  1  0  0  0  0],
676280994387902464,Mon Dec 14 06:02:08 +0000 2015,en,enjoyment,Some people just can't  admire waiting,[0  0  0  1  0  0  0  0],
676269773764726785,Mon Dec 14 05:17:33 +0000 2015,en,enjoyment,RT @PeterMorrissey_:  success  inspire  admire  word  truth  amen @ Darling Pt ,[0  0  0  1  0  0  0  0],
676268274276024320,Mon Dec 14 05:11:35 +0000 2015,en,enjoyment, success  inspire  admire  word  truth  amen @ Darling Pt ,[0  0  0  1  0  0  0  0],
676241507150467072,Mon Dec 14 03:25:13 +0000 2015,en,enjoyment,Greatness does not come overnight. It is developed slowly  painfully and with humility. Who do you  admire? ,[0  0  0  1  0  0  0  0],
676185455575089152,Sun Dec 13 23:42:30 +0000 2015,en,enjoyment,Tell  Gallup that  SarahPalin is the  Woman that you  Admire Most   when and if the call you or poll you  Palin  @SarahPalinUSA,[0  0  0  1  0  0  0  0],
676492891494195200,Mon Dec 14 20:04:08 +0000 2015,en,enjoyment,And  relax ! @Nigella_Lawson  Christmas special with homemade chilli in my PJs  bliss,[0  0  0  1  0  0  0  0],
676492449242550273,Mon Dec 14 20:02:23 +0000 2015,en,enjoyment,The  Secret To  90 Years Of  Marital  Bliss For This  Punjabi  Couple Is Their ' StressFree'  Life ,[0  0  0  1  0  0  0  0],
676491699422556160,Mon Dec 14 19:59:24 +0000 2015,en,enjoyment, bliss is now trending in India ,[0  0  0  1  0  0  0  0],
676491595626192896,Mon Dec 14 19:58:59 +0000 2015,en,enjoyment,&lt 3 Gotham Serenade all fucking daaaaay.  fuckeverythingelse  bliss  whatachoon  clhr  apachewarriors  boss,[0  0  0  2  0  0  0  0],
676491514600669184,Mon Dec 14 19:58:40 +0000 2015,en,enjoyment,Pure  bliss.  cancun  mexico  vacay  vacation  beach  hammock  travel  relaxing  palmtrees… ,[0  0  0  1  0  0  0  0],
676490731876425728,Mon Dec 14 19:55:33 +0000 2015,en,enjoyment,Yep  I opened the door and stepped out into another@kellythiebaud type day. Cool  and absolutely gorgeous.  Bliss,[0  0  0  1  0  0  0  0],
676489155015278592,Mon Dec 14 19:49:17 +0000 2015,en,enjoyment,Why can't this be me today @noshoesradio??  bliss  takemeaway  pleaseandthankyou ,[0  0  0  1  0  0  0  0],
676491406760943616,Mon Dec 14 19:58:14 +0000 2015,en,enjoyment,RT @miraclegrids: Enjoy this message from another &amp  notice a  Cheerful grace ,[0  0  0  1  0  0  0  0],
676474118913564672,Mon Dec 14 18:49:32 +0000 2015,en,enjoyment, And  BPila  By  Cheerful  Chic  Design  Residence  Please RT: ,[0  0  0  1  0  0  0  0],
676413255171092480,Mon Dec 14 14:47:41 +0000 2015,en,enjoyment,The process is never easy hahaha!!!  happymonday  cheerful  blessed @… ,[0  0  0  1  0  0  0  0],
676412103943716864,Mon Dec 14 14:43:07 +0000 2015,en,enjoyment,Find Power in the Wake of Rage &amp  Envy   cheerful Blog  ,[1  0  0  1  0  0  0  0],
676366544532819969,Mon Dec 14 11:42:05 +0000 2015,en,enjoyment, Christmas is just 12 Days away  and it’s time to sing along to this  cheerful song! :D  12DaysOfChristmas ,[0  0  0  1  0  0  0  0],
676335678901252096,Mon Dec 14 09:39:26 +0000 2015,en,enjoyment,RT @Kris27jam: Everyone looks so miserable on my train this morning  I'm like 🌞🎅🏾🇯🇲😂  cheerful,[0  0  1  1  0  0  0  0],
676335592557428736,Mon Dec 14 09:39:05 +0000 2015,en,enjoyment,Everyone looks so miserable on my train this morning  I'm like 🌞🎅🏾🇯🇲😂  cheerful,[0  0  1  1  0  0  0  0],
676333308037337089,Mon Dec 14 09:30:00 +0000 2015,en,enjoyment,and Patricia Roc   Cheerful Charlie Chester  and Gerry Wilmot as themselves and a young Diana Dors dances The Jitterbug.,[0  0  0  1  0  0  0  0],
676319778496188416,Mon Dec 14 08:36:15 +0000 2015,en,enjoyment,Is  Warren  Buffett still  cheerful ? WBe@cheerful.com our boss @das_nl   ,[0  0  0  1  0  0  0  0],
676318303715991552,Mon Dec 14 08:30:23 +0000 2015,en,enjoyment, Loving   cheerful live-out nanny wanted in Kitsilano near the beach! Our two separate families... ,[0  0  0  1  0  0  0  0],
676301354713800704,Mon Dec 14 07:23:02 +0000 2015,en,enjoyment,Hi! I'm new here. So please follow and support me. newbie  juststartit  teachme  F4F  cheerful  teen,[0  0  0  2  0  1  0  0],
676278801387511808,Mon Dec 14 05:53:25 +0000 2015,en,enjoyment,Everyone deserve their share of  Happiness and they must not wait for any reason to stay happy and and  cheerful! ,[0  0  0  0  0  1  0  0],
676494014653317120,Mon Dec 14 20:08:36 +0000 2015,en,enjoyment,FiverrSales: 10 short articles for $5  fiverr  content  100words  writing ,[0  0  0  1  0  0  0  0],
676493892221538306,Mon Dec 14 20:08:07 +0000 2015,en,enjoyment,2/3 of  B2B marketers say  content is fuel across all channels  including events  social  demand generation --&gt  ,[0  0  0  1  0  0  0  0],
676493889868603393,Mon Dec 14 20:08:06 +0000 2015,en,enjoyment, Content  Marketing for Start-ups According to Experts  via @seo_hacker ,[0  0  0  1  0  0  0  0],
676493828166168576,Mon Dec 14 20:07:51 +0000 2015,en,enjoyment,RT @JPatrickHQ: 8 Step  Content Creation  Strategy for Epic  ContentMarketing ,[0  0  0  1  0  0  0  0],
676493680161726465,Mon Dec 14 20:07:16 +0000 2015,en,enjoyment,Low Traffic? Here are 7 ways to find  content ideas your audience will love: ,[0  0  0  1  0  1  0  0],
676493629230215170,Mon Dec 14 20:07:04 +0000 2015,en,enjoyment,Marketers drive fast  smart  contextual  content via specialists ,[0  0  0  1  0  0  0  0],
676493545444872192,Mon Dec 14 20:06:44 +0000 2015,en,enjoyment,RT @socialmedia2day: The most popular SMT  content ever: ,[0  0  0  1  0  0  0  0],
676493371175788545,Mon Dec 14 20:06:02 +0000 2015,en,enjoyment, Curation is a key piece of any  content  marketing regimen. ,[0  0  0  1  0  0  0  0],
676479148467032064,Mon Dec 14 19:09:32 +0000 2015,en,enjoyment,Just bloody excited about  progress!  delighted to reach out and  makeithappen!  WorldTraveler  entrepreneur,[0  0  0  1  0  0  0  0],
676477709921353728,Mon Dec 14 19:03:49 +0000 2015,en,enjoyment,😄  Delighted  Tech Coinbase launches Multisig Vault and now allows clients to c... ,[0  0  0  1  0  0  0  0],
676460956445245440,Mon Dec 14 17:57:14 +0000 2015,en,enjoyment, Swords @DublinSinnFein @FingalDublin Defibultor to be in  Taxi kiosk @DAA installed following my motion passed in Oct.  Delighted,[0  0  0  1  0  0  0  0],
676456473900277761,Mon Dec 14 17:39:25 +0000 2015,en,enjoyment,Our first Christmas pressie from a customer in Limerick!  delighted ,[0  0  0  1  0  0  0  0],
676452526653382656,Mon Dec 14 17:23:44 +0000 2015,en,enjoyment,I'm  delighted that ConSol Partners is in the top 100 Best Small Companies to work for! @bestcompanies  SundayTimes ,[0  0  0  1  0  0  0  0],
676431095378915328,Mon Dec 14 15:58:35 +0000 2015,en,enjoyment,Yes  my pops is coming up for my birthday  Delighted  DaddysGirls  Birthday,[0  0  0  1  0  0  0  0],
676413715542056961,Mon Dec 14 14:49:31 +0000 2015,en,enjoyment,@6BillionPeople thank you so much for following.  delighted 😃,[0  0  0  1  0  0  0  0],
676409350643171328,Mon Dec 14 14:32:10 +0000 2015,en,enjoyment,Fabulous customer service @Ocado  recommended  delighted,[0  0  0  1  0  0  0  0],
676382112979767296,Mon Dec 14 12:43:56 +0000 2015,en,enjoyment,Thanks @edgepromotions1 such a treat on a Monday for the @Ecocem team!  surprise  Xmas  delighted ,[0  0  0  1  0  0  1  0],
676364352233086976,Mon Dec 14 11:33:22 +0000 2015,en,enjoyment,Just sold a  broadway phone case on @redbubble  delighted ,[0  0  0  1  0  0  0  0],
676364057537085440,Mon Dec 14 11:32:12 +0000 2015,en,enjoyment,@MCFC got the best draw.  Delighted  UCL",[0  0  0  1  0  0  1  0],
676363759020060672,Mon Dec 14 11:31:01 +0000 2015,en,enjoyment,@MCFC got the best draw.  Delighted  UCL,[0  0  0  1  0  0  1  0],
676362689963286530,Mon Dec 14 11:26:46 +0000 2015,en,enjoyment,@KayodeAdemosu the rub of the green for the first time.  Delighted  UCL,[0  0  0  1  0  0  0  0],
675937930301411328,Sun Dec 13 07:18:55 +0000 2015,en,enjoyment,Just finished my new enchantment room  enchantment @Piggalet_28 ,[0  0  0  1  0  0  0  0],
675842003729543168,Sun Dec 13 00:57:44 +0000 2015,en,enjoyment,Ready for a bit of  enchantment....  art with loved ones is the best medicine any day. The best… ,[0  0  0  2  0  0  0  0],
675378426505781250,Fri Dec 11 18:15:39 +0000 2015,en,enjoyment,@HuffPostScience Exciting!! Two of my loves  Christmas and Science  combined to make a beautiful gift this holiday season!  Enchantment,[0  0  0  2  0  0  0  0],
675305292679258112,Fri Dec 11 13:25:02 +0000 2015,en,enjoyment,RT geethap2007: Cosmic Fairytale - Estas Tonne  cosmic  fairytale EstasTonne  enchantment  guitar  universal …,[0  0  0  1  0  0  0  0],
675301681861697536,Fri Dec 11 13:10:42 +0000 2015,en,enjoyment,Cosmic Fairytale - Estas Tonne  cosmic  fairytale @EstasTonne  enchantment  guitar  universal  love,[0  0  0  1  0  0  0  0],
675054869561102337,Thu Dec 10 20:49:57 +0000 2015,en,enjoyment,@tferriss Is it true one of your passions is breakdancing?  Enchantment  Guykawasaki,[0  0  0  1  0  0  0  0],
674726639268446208,Wed Dec 09 23:05:41 +0000 2015,en,enjoyment,withoutpause   poetry  art   nature  light   storytelling   enchantment   artoftheday  pho… ,[0  0  0  1  1  0  0  0],
676484226762579973,Mon Dec 14 19:29:42 +0000 2015,en,enjoyment,Can't keep my hands to myself. Need  revival with me!! @selenagomez  enthusiasm  waitingstateofmind :),[0  0  0  1  0  0  0  0],
676482418312810496,Mon Dec 14 19:22:31 +0000 2015,en,enjoyment,Author James Michener lived his dream  "He wanted his life to have meaning..." Stephen May  enthusiasm ,[0  0  0  1  0  0  0  0],
676474246818717696,Mon Dec 14 18:50:03 +0000 2015,en,enjoyment,Be you. "Always be a first-rate version of yourself instead of a second-rate version of somebody else." Judy Garland  enthusiasm,[0  0  0  1  0  0  0  0],
676471781641834497,Mon Dec 14 18:40:15 +0000 2015,en,enjoyment,The fellow who is fired with enthusiasm for his work is seldom fired by his boss.  enthusiasm,[1  0  0  2  0  0  0  0],
676466458503725056,Mon Dec 14 18:19:06 +0000 2015,en,enjoyment,“Nothing great was ever  achieved without  enthusiasm.” - Ralph Waldo Emerson ,[0  0  0  1  0  0  0  0],
676464692760473600,Mon Dec 14 18:12:05 +0000 2015,en,enjoyment,Day 2: Enthusiasm!  12DaysofOReilly  TeamOReilly  Enthusiasm ,[0  0  0  2  0  0  0  0],
676460396316893184,Mon Dec 14 17:55:01 +0000 2015,en,enjoyment,Live  work  do business  learn from others... with the 3's  Energy  Enthusiasm &amp   empathy ,[0  0  0  1  0  0  0  0],
676443019177013248,Mon Dec 14 16:45:58 +0000 2015,en,enjoyment,So much can be done by patiently keeping doing it  enthusiasm,[0  0  0  1  0  0  0  0],
676437402819231745,Mon Dec 14 16:23:39 +0000 2015,en,enjoyment,Rise up and  attack the day with  enthusiasm ♡♡,[0  0  0  1  0  0  0  0],
676408257049595904,Mon Dec 14 14:27:50 +0000 2015,en,enjoyment,Thr's nthng wrong wd loving d crap outta evrythng. Negative ppl find their walls. So nvr apologize 4 ur  enthusiasm ,[0  0  0  2  0  0  0  0],
676480769355837442,Mon Dec 14 19:15:58 +0000 2015,en,enjoyment,Hays is looking for a  Enthusiastic  Windows Server Expert in  AucklandCity  apply now!  jobs ,[0  0  0  1  0  0  0  0],
676386384018604032,Mon Dec 14 13:00:55 +0000 2015,en,enjoyment,Hudson is looking for a  Enthusiastic  Legal Secretaries needed! in  Christchurch  apply now!  jobs ,[0  0  0  1  0  0  0  0],
676303834864463872,Mon Dec 14 07:32:54 +0000 2015,en,enjoyment,Be  enthusiastic. If you are excited about an activity  or appear excited  the children will be also. ,[0  0  0  1  0  0  0  0],
676288726801190912,Mon Dec 14 06:32:51 +0000 2015,en,enjoyment, Enthusiastic   fun loving part-time childcare required ,[0  0  0  1  0  0  0  0],
676279953047085056,Mon Dec 14 05:58:00 +0000 2015,en,enjoyment,Mesmerizing n powerpack Performance at Sanskriti GREEN FARMS by me n my Soul Band..  enthusiastic  performance ,[0  0  0  1  0  0  0  0],
676171369856528384,Sun Dec 13 22:46:31 +0000 2015,en,enjoyment,CanadianNanny.ca is hiring!  Enthusiastic  part time nanny required 3 days a week in  Vancouver  apply now!  jobs ,[0  0  0  1  0  0  0  0],
676118526927745024,Sun Dec 13 19:16:33 +0000 2015,en,enjoyment,New  job opening at CanadianNanny.ca in  Vancouver -  Enthusiastic  part time nanny required 3 days a week  jobs ,[0  0  0  1  0  0  0  0],
676064204625965057,Sun Dec 13 15:40:41 +0000 2015,en,enjoyment,Be  enthusiastic people want to work with enthusiastic people!  Skills can be learned later.,[0  0  0  1  0  0  0  0],
676059103530262528,Sun Dec 13 15:20:25 +0000 2015,en,enjoyment, enthusiastic  and positive about  COP21 agreement but a  should instead of a  shall seems weak to me...  earth  COP21Paris,[0  0  0  1  1  0  0  0],
676031718239916032,Sun Dec 13 13:31:36 +0000 2015,en,enjoyment,Be infectiously  enthusiastic and the world will follow you.,[0  0  0  1  0  0  0  0],
675999245594320896,Sun Dec 13 11:22:34 +0000 2015,en,enjoyment, Enthusiastic  Lazy  Happy  Selfish  Rude  Lovely  Cuddly  Sad  Teasy  Funny  Foolish  Present day moods!!!!! Kya ho rha hai!!!! -_-,[0  0  0  1  0  1  0  0],
676485910767271936,Mon Dec 14 19:36:24 +0000 2015,en,enjoyment,It's  me  history  culture  religion  view  love  romance  affection  excitement  top  new and… ,[0  0  0  1  0  0  0  0],
676478287502311424,Mon Dec 14 19:06:06 +0000 2015,en,enjoyment,My birthday gift from @looneyeamon arrived 😀  excitement  birthdaycontinues… ,[0  0  0  1  0  0  0  0],
676468559367770112,Mon Dec 14 18:27:27 +0000 2015,en,enjoyment,2 more days to go... excitement,[0  0  0  1  0  0  0  0],
676465371289944064,Mon Dec 14 18:14:47 +0000 2015,en,enjoyment,Good morning  🔝 of the week power thoughts 👊🏽  future  excitement  prosperity ,[0  0  0  1  0  0  0  0],
